Reviewer Name,Review Content,Rating Score,Movie Link
hoanngyenn99,phim hay. thấy nhiều người còn chê thì khó tính thật đấy :))))))),10,https://moveek.com/review/phap-su-mu-ai-chet-gio-tay/
jasonvinng,"Phim hơi dài và có quá nhiều tình tiết thừa, chẳng để làm gì. Với cả nếu bớt giáo điều lại có khi coi sẽ dễ chịu hơn.

Nhưng cũng phải khen về vấn đề tâm linh và bùa chú thì khá đúng và bài bản.",6,https://moveek.com/review/phap-su-mu-ai-chet-gio-tay/
2211406495789844,Phim rất hay và ý nghĩa ❤️,10,https://moveek.com/review/phap-su-mu-ai-chet-gio-tay/
ThaiNgan17,Một trong những bộ phim remake thành công và thực sự cảm xúc cho người xem,10,https://moveek.com/review/anh-trai-yeu-quai/
NgDang,"Lâu rồi mới lại mua vé và đi xem phim VN, nhưng có thể gần đạt được tình cảm của người xem. Nội dung phim theo khuynh hướng tình cảm gia đình của Hàn Quốc, mọi người bảo là remake của “My Annoying Brother” (2016).
Diễn xuất Phong (Kiều Minh Tuấn) và Lâm (Isaac) mang 2 huynh hướng trái ngược nhau nhưng sâu trong đó vẫn có điểm chung trong tính cách, suy nghĩ về gia đình, về tình anh em. Với Phong (Kiều Minh Tuấn) mình thích cách diễn suất tự nhiên của anh ấy, đem lại nhiều tiếng cười cũng như cảm xúc - đúng kiểu người mạnh mẽ nhất cũng là người tình cảm nhất, yếu đuối nhất. Còn Isaac diễn tròn vai.",9,https://moveek.com/review/anh-trai-yeu-quai/
leconghuyhoang,"Một tác phẩm với nhiều cung bậc cảm xúc có vui, có buồn. Đa số các diễn viên đã thể hiện tròn vai của mình. Một lời khen ekip đã Việt hóa phần kịch bản để gần gũi hơn với văn hóa Việt. Tuy nhiên phim có những phân cảnh hơi thừa thải, kịch bản vẫn có một số chỗ chưa được thuyết phục và cảm xúc thì vẫn chưa đủ.",6,https://moveek.com/review/anh-trai-yeu-quai/
Đặng thị Mộng tuyền,"Phim rất hay và ý nghĩa,cảm động",9,https://moveek.com/review/anh-trai-yeu-quai/
1378261185643729,"Thực sự phim làm mình có nhiều cảm xúc ghê gớm. Vừa hài, vừa buồn, vừa đau lòng. Thực sự chạm đến trái tim người xem. Có lẽ chẳng ai hợp vai này hơn Kiều Minh Tuấn, Issac rất tuyệt và cô hàng xóm thì không có gì để chê.",10,https://moveek.com/review/anh-trai-yeu-quai/
tchimanh1234,Phim rất hay lúc đầu cười muốn xỉu nhưng tới đâu cũng buồn muốn xỉu nói chung là hay,10,https://moveek.com/review/anh-trai-yeu-quai/
Đặng thị huyền,"Phim hay, có cao trào!",9,https://moveek.com/review/anh-trai-yeu-quai/
Huynhnhu90,Phim hay cảm động,10,https://moveek.com/review/anh-trai-yeu-quai/
Nguyễn Thi Thùy Phương,"Phim cười từ đầu đến cuối phim.
Cũng lấy đi quá trời nước mắt.Hay!!!",9,https://moveek.com/review/anh-trai-yeu-quai/
kimoanh129,Lâu lắm mới thấy 1 phim Việt Nam duyên dáng đáng yêu và cảm xúc như vậy.,8,https://moveek.com/review/anh-trai-yeu-quai/
kkpham,"Kịch bản có đầu tư, gây cấn, thắt nút mở nút và có twist khá ấn tượng. Tiếc là diễn xuất cũng như đài từ của các diễn viên chính phá hỏng đi hoàn toàn tính giật gân của nội dung. Chi Pu nên xem xét học thêm diễn xuất nhỉ. Vì trong phim Chi diễn rất xuất thần. Đẹp và mê.",7,https://moveek.com/review/chi-chi-em-em/
Trần Ngọc Thông,,10,https://moveek.com/review/chi-chi-em-em/
Loctran,"Lôi cuốn nhưng chưa thực sự hấp dẫn người xem ở những tình huống cố định. Còn lại thì perfect. Các bạn nên đi xem thử. Sẽ có những tình huống khá giống với các bạn trẻ đang yêu hoặc đã yêu, mang lại khá nhiều cảm xúc đấy!",9,https://moveek.com/review/chi-chi-em-em/
LAI TRAN THANH SON,,9,https://moveek.com/review/chi-chi-em-em/
dling29,,9,https://moveek.com/review/chi-chi-em-em/
845510259124422,,8,https://moveek.com/review/chi-chi-em-em/
Hiền,"Phim rất hay, bất ngờ và kịch tính về sau. Hy vọng sẽ có phần 2.",9,https://moveek.com/review/chi-chi-em-em/
blakenguyen,"Một bộ phim Việt Nam có đầu tư, khá chỉn chu trong phần kịch bản với những mảng miếng rõ ràng, các nút thắt chồng lên nhau và từng bước được gỡ rối xuyên suốt mối quan hệ của ba nhân vật chính. Chipu đã có màn thể hiện tốt trong tác phẩm này, bên cạnh các diễn viên co thể hiện được thực lực như Lãnh Thanh hay Thanh Hằng",7,https://moveek.com/review/chi-chi-em-em/
miduynph,,7,https://moveek.com/review/chi-chi-em-em/
anan681,"Kịch bản gay cấn, gây hứng thú nhưng cũng không khó để đoán trước cái kết lắm vì nhìn vô dàn diễn viên là biết ai ""trên cơ"" ai rồi (haha). Thoại phim theo mình là hơi... kỳ cục (coi đi để biết nó kỳ làm sao nha). Phim Việt càng ngày càng mong muốn tìm ra chỗ đứng cho mình rồi. Phim ổn, đầu tư chỉn chu, đáng xem, chị đẹp, trai ngon, xe xịn và nhất là ở lại nghe nhạc khúc cuối nha hayyyy lắm.
Xem xong phim này về nhà mình lại nghĩ đến 1 câu nói: ""Hãy can đảm và quyết định trở thành chính mình mỗi ngày, trong một thế giới cứ nói rằng bạn phải là một ai khác.""",6,https://moveek.com/review/chi-chi-em-em/
Alex273,"Không có cảm nhận gì nhiều không quá xúc động, những điều quá bình thường trong cuộc đời này. Cốt truyện thiếu điểm nhấn. Nhân vật điễn suất hết sức nhạt nhưng kéo lại là có ngoại hình đẹp mà thôi. Nhiều người mơ ước mối tình đẹp rồi khóc trước sự tan vỡ phù hợp hơn với bộ phim này còn so với tiểu thuyết gốc thì còn xa lắm. Phim đơn giản là chưa đủ ĐÔ!",4,https://moveek.com/review/mat-biec/
kkpham,"Truyện Nguyễn Nhật Ánh đa phần chỉ dành cho tuổi teen, nên xem ra Mắt Biếc cũng hợp với teen hơn. Một bộ phim nhẹ nhàng dành cho tuổi thanh xuân có phần dài dòng và hơi sáo mòn. Coi phim xong nhớ nhất điều gì? Nhớ nhất là những bài hát của Phan Mạnh Quỳnh cũng như những con người bị mắc kẹt ở làng Đo Đo.",8,https://moveek.com/review/mat-biec/
jamesng,"phim hay lắm, rất thích phim nhẹ nhàng thế này.",10,https://moveek.com/review/mat-biec/
Trân,Phim nhàm chán nội dung không gì đặc sắc mới lạ chất lượng tệ,4,https://moveek.com/review/mat-biec/
namnd21,"Phim hay, nhẹ nhàng tình cảm và sâu lắng. Cảnh phim làm ta nhớ đến những ngày trẻ thơ vô lo vô ưu. Xem xong như quyến luyến muốn xem lại lần nữa ?",10,https://moveek.com/review/mat-biec/
Luong Gia Tuyen,,9,https://moveek.com/review/mat-biec/
845510259124422,,7,https://moveek.com/review/mat-biec/
2211763002409152,"Ngạn diễn hơi đơ, với cách lồng tiếng làm phim nơi bị cứng nhắc. Với một người chưa đọc qua truyện gốc thì phim này tạm ổn.",7,https://moveek.com/review/mat-biec/
Mai Nien,"Khi vừa kết thúc phim, mình thấy một cảm giác mà hơn 10 năm xem phim rạp chưa thấy bao giờ, là khán giả họ đơ ra tầm 5s - mình nghĩ là thổn thức và khi im lặng đứng dậy, khá nhiều người đã lấy tay quẹt nước mắt.
Mình ngồi sát một nhóm con trai khá ồn thời gian đầu, nhưng khi kết thúc phim mình cảm nhận rõ là tụi nó cũng xúc động, chỉ đứng dậy im lặng rồi về.",9,https://moveek.com/review/mat-biec/
ankid1412,"Phim hay ! cảm xúc chan chứa và thấm đẫm, các nhận vật đều mang đến những cung bậc thăng trầm đáng suy ngẫm theo từng hoàn cảnh khác nhau.",9,https://moveek.com/review/mat-biec/
leconghuyhoang,"Một bộ phim khá chỉnh chu về mặt hình ảnh và âm nhạc
Tuy nhiên nội dung phim chưa thực sự sâu sắc lắm
Đánh giá phim :68 / 100",7,https://moveek.com/review/gai-gia-lam-chieu-3/
845510259124422,"Đã con mắt nhưng nội dung quá bình thường.
Kịch bản: tình cảm gia đình nhẹ nhàng, thường rất thường gặp và không có gì bất ngờ. 5/10
Hình ảnh: Rất đẹp, đồ hiệu rất nhiều từ quần áo, trang sức ok nói chung ổn. 8/10
Âm thanh: ko có gì đặt biệt 7/10
Nhạc Phim: ko gây được ấn tượng, thiếu hồn 5/10
Diễn Viên:
+Ninh Dương Lan Ngọc: diễn rất ổn, thoại rất hay. 8/10
+Lê Xuân Tiến: biểu cảm chưa thật lắm như có tiến bộ rất nhiều so với ss2. 7/10
+ NSND Hồng Vân: duyên dáng, dễ thương, thoại câu nào chất câu đây 10/10
+ NSND Lê Khanh: sang trọng, diễn rất có hồn. 9.5/10
+ Jun Vũ: mờ nhạt.
+Dàn Cast phụ: dàn săn chuối vẫn rất duyên. Cậu cháu ngoại diễn rất tụi mood.",7,https://moveek.com/review/gai-gia-lam-chieu-3/
LyDac,"hình ảnh đẹp và đầu tư, xem mãn nhãn. Nếu bạn nào đủ bao dung bỏ qua chuyện ý tưởng quá giống Hội siêu giàu châu Á thì xem cũng ok nha. Đáng đồng tiền ở NSUT Hồng Vân và cô Lê Khanh, đúng là diễn viên gạo cội",9,https://moveek.com/review/gai-gia-lam-chieu-3/
2211763002409152,"vài đoạn cắt làm phim hơi khó hiểu, không thích cách lồng tiếng nhân vật cho lắm, cảm thấy không tự nhiên",6,https://moveek.com/review/gai-gia-lam-chieu-3/
383241048944791,"Ở phần này thì mình cũng thấy đc sự tiến bộ về nội dung của phim. Ko những thế phần diễn viên cx nâng cấp hẳn đặc biệt là Lê Xuân Tiền, những scenes cảm xúc ánh đóng khá đạt so vs phần năm ngoái. Hội chăn chuối cũng đóng góp một phần quan trọng không kém, đạo diễn đã sử dụng thông minh sự lầy lội cũng như sự nhí nhảnh của hội để tạo logic cũng như thêm tiếng cười cho khán giả.
Về phần trước khán giải đc chiêu đãi bởi hai đạo diễn những khung cảnh lộng lẫy, sa hoa, và cũng đầy drama của showbiz ở Sài Gòn. Còn phần này Huế mộng mơ đc lên ngôi. Không phải mộng mơ theo kiểu nhè nhàng thanh tao của Cố đô mà là sự thành cao, quý phái của giới thượng lưu, cụ thể là Lê Gia.
Và trên hết, Ninh Dương Lan Ngọc chị ấy dường như đã quá xuất sắc trong việc thể hiện nhân việc sáng chảnh kiêu căng cúng không kém phần yếu đuối Ms.Q. Nhân vật Ms.Q lần này ko những mạnh mẽ cứng rắn mà còn mơ mộng trong chính tình yêu chân chính của mình. Ngoài ra, nhân vật còn gây dấu ấn với câu chữ bóng bóng gió gió của mình :"".. lộn mèo.."" với anh chàng Jack.
Nói chung phần này khá tiến bộ so vs phần ngoái, chúc cho vũ trụ Gái giàthành công nhìu nhìu",7,https://moveek.com/review/gai-gia-lam-chieu-3/
Minh,"Phim cực kỳ dở, bắt chước: "" hội con nhà giàu Châu Á đến 80%"". Kịch bản lỏng lẻo, thiếu logic, thô tục...không biét bao giờ Việt Nam mới hết những bộ phim thảm hại kiểu này",1,https://moveek.com/review/gai-gia-lam-chieu-3/
Nguyễn An Dân,"Cũng có ý tưởng nhưng phim thiếu cao trào. Các cách giải quyết những khúc mắc chưa thật sự thuyết phục, nhiều đoạn quan trọng bị rút ngắn. Tuy vậy, thì khúc mắc lớn nhất của bộ phim cũng được giải quyết.
Phim phù hợp để xem Tết không cần suy nghĩ nhiều.",6,https://moveek.com/review/gai-gia-lam-chieu-3/
Tina Nguyen,"Phim có tính chất gây hài giải trí và hơi dài dòng. Dàn diễn viễn đẹp mắt, nội dung chưa đủ chiều sâu và sáng tạo, xử lý các vấn đề có phần miễn cưỡng. Bố cục phim rời rạc và chưa được thuyết phục cho lắm. Bối cảnh có phần vay mượn từ Crazy Rich Asian, phục trang và phụ kiện rất đẹp mắt. Nhiều câu thoại thừa, cá nhân mình thấy quay cận cảnh khá nhiều, nếu được mình muốn nhìn thấy toàn cảnh biệt phủ Lê gia. Diễn xuất của NSND Hồng Vân và Lê Khanh là rất đạt cả NDLN cũng thế. Bình An, Jun Vũ và Lê Xuân Tiền theo mình đánh giá là chưa được tròn vai. Xây dựng nhân vật Khánh My và Pierre còn quá mờ nhạt cái kết cho hai nhân vật này cũng nhảm nhí hết sức.",6,https://moveek.com/review/gai-gia-lam-chieu-3/
Alex273,"Thích: cảnh quay rất đẹp, cốt truyện hay, diễn viên xinh, có cô Lê Khanh và cô Hồng Vân, bối cảnh đẹp, cảm xúc nhất với những phân cảnh của cô Lê Khanh và cô Hồng Vân.
Không thích: có yếu tố thừa, xây dựng nhân vật chưa chặt nhất là Piere và Khánh My, kết thúc quá đơn giản.
P/s: có 1 vài chi tiết hài chưa hay.",7,https://moveek.com/review/gai-gia-lam-chieu-3/
N.V.A.T,"Phim hài hước một cách kém duyên, tiết tấu phim nhanh, có phần lê thê dài dòng nên coi rất mệt. Cảnh quay đẹp mắt, có nhắc đến nhiều danh lam thắng cảnh của Huế. Phim chưa thể hiện được hết ý nghĩa của từng câu nói. Chưa hài lòng về diễn xuất của Jun Vũ và Lê Xuân Tiền",5,https://moveek.com/review/gai-gia-lam-chieu-3/
Nguyễn phương ly,Chất quá đỉnh,10,https://moveek.com/review/sky-tour-the-movie/
Vanjuli,Quá tuyệt vời,10,https://moveek.com/review/sky-tour-the-movie/
Phạm Đỗ Khánh Ngọc,Quá hay! Quá tuyệt vời! Yêu sếp 3000 ?,10,https://moveek.com/review/sky-tour-the-movie/
Baotrung,Một bộ phim tuyệt vời. Mọi người sẽ hiểu hơn về Sơn Tùng và sẽ càng yêu anh nhiều nhiều hơn nữa. Chúc mừng Tùng!!!,10,https://moveek.com/review/sky-tour-the-movie/
Nguyễn Thị Diệu Tâm,"Quá hay , quá xuất sắc, và phải nói là quá đẳng cấp. Chỉ có thể là người ấy. Love Tùng",10,https://moveek.com/review/sky-tour-the-movie/
Nguyễn Thị Thu Hương,Dàn âm thanh rất tốt giúp cho người xem và người nghe có cảm giác rất chill khi nghe. Cảm ơn rất nhiều ạ!!!,10,https://moveek.com/review/sky-tour-the-movie/
Hoàng Mạnh Hùng,,9,https://moveek.com/review/bang-chung-vo-hinh/
0931997568,"Phim nói chung hay, hấp dẫn về nội dung , âm thanh sống động. Kết cục hơi nhạt về phần đánh nhau",10,https://moveek.com/review/bang-chung-vo-hinh/
Giangdong,Phim hay. Đáng xem.,8,https://moveek.com/review/bang-chung-vo-hinh/
Maii,"Phim tròn trịa và đáng xem dù còn sạn. Các diễn viên đều thể hiện tốt vai trò của mình, nhất là Ái Phương và Phương Anh Đào.",7,https://moveek.com/review/bang-chung-vo-hinh/
VLynd,"Hơi tiếc là càng về cuối, phim càng bị lòi ra nhiều sạn nhưng nhìn chung, Bằng Chứng Vô Hình là một bộ phim thích hợp để giải trí cuối tuần. Tổng thể thì mình thấy đây là 1 phim khá an toàn, làm tròn trịa, diễn xuất ăn ý, nghiêm túc của các diễn viên. Có những đoạn rượt đuổi đem lại sự hồi hộp thật sự.",7,https://moveek.com/review/bang-chung-vo-hinh/
Võ Hoàng Long,Phim hay nhưng kết nhạt,8,https://moveek.com/review/tiec-trang-mau/
khanhdang,"lúc đầu xem bộ phim rất hấp dẫn, có nhiều tình tiết gây cười, nhưng có vài chi tiết trong bộ phim thấy k phù hợp, k gây bắt mắt, gần kết đáng đẽ đôi bông tay ấy vẫn chưa đưa ra dc người nhận đôi bông tai( vợ của quang)·",8,https://moveek.com/review/tiec-trang-mau/
Huỳnh Minh Tuệ,"tình tiết phim hấp dẫn, có nội dung tốt tuy nhiên bộ phim chưa để lại ấn tượng sâu sắc về mặt ý nghĩa. Chỉ dừng lại ở việc phản ánh đời thực sinh động.",8,https://moveek.com/review/tiec-trang-mau/
Thi Nguyễn,Phim hay quá!!!!!!!,10,https://moveek.com/review/tiec-trang-mau/
Pham Quang Khuong,"Tình tiết hay, nhưng bối cảnh hơi buồn đơn giản",8,https://moveek.com/review/tiec-trang-mau/
Huỳnh trần mỹ duyên,,9,https://moveek.com/review/tiec-trang-mau/
Tran Thi Khanh Ly,"Phim có một số tình huống gây cấn,",10,https://moveek.com/review/tiec-trang-mau/
Đinh Thị Thu Huệ,,10,https://moveek.com/review/tiec-trang-mau/
Lê Văn Nam,,6,https://moveek.com/review/tiec-trang-mau/
Quan__H,Hay và đáng xem nha mọi người,9,https://moveek.com/review/tiec-trang-mau/
Thangphim201,"Phim dở tệ, ko đáng xem",1,https://moveek.com/review/mau-co-ua/
Mộc Tiên,Mình xem xong cảm xúc lúc lên lúc xuống. Rất thích con người và tính cách của chú Trần Tiến. Phim hay <3,10,https://moveek.com/review/mau-co-ua/
Vungan412,"Bộ phim tuyệt vời vì làm về một con người thú vị, lãng tử và tuyệt vời như Trần Tiến.
Từng bài ca, khúc nhạc, lời ông nói sẽ luôn khiến mọi người nhiều thế hệ phải suy nghĩ và ghi nhớ mãi mãi.",9,https://moveek.com/review/mau-co-ua/
ms.vuthoa,,10,https://moveek.com/review/mau-co-ua/
Cao Thanh Thảo,"Film rất hay, đạo diễn hát cực hay.",10,https://moveek.com/review/mau-co-ua/
hungdzvc1,,10,https://moveek.com/review/chi-muoi-ba-2-3-ngay-sinh-tu/
Zhenlong,"Phim thật sự nhàm chán dễ đoán, công thức chọc cười cũ kỹ, diễn xuất giả trân. Phim lại nằm trong khung giờ vàng liên tục trong nhiều tuần, đến nản",1,https://moveek.com/review/chi-muoi-ba-2-3-ngay-sinh-tu/
Ông Hoàng Nhật Phương,Phim ổn tuy tình tiết dễ đoán,8,https://moveek.com/review/chi-muoi-ba-2-3-ngay-sinh-tu/
ghostbean,Nội dung phim nhàm chán,3,https://moveek.com/review/chi-muoi-ba-2-3-ngay-sinh-tu/
Nguyễn Thị Kim Khánh,Phim đáng xem nhất,10,https://moveek.com/review/chi-muoi-ba-2-3-ngay-sinh-tu/
Đinh Thị Kim Tuyền,,8,https://moveek.com/review/chi-muoi-ba-2-3-ngay-sinh-tu/
845510259124422,"CHỊ MƯỜI BA - 3 NGÀY SINH TỬ: PHIM CÔNG THỨC, QUÁ AN TOÀN.

Vẫn là công thức hài kịch , miếng hài củ kỷ, câu chuyện thiếu chiều sâu, không có yếu tố bất ngờ. Châu Bùi diễn giả trân. An toàn không có gì đặc sắc.

Rank 6.0 + 0.2 độ đẹp trai của Anh Tú",6,https://moveek.com/review/chi-muoi-ba-2-3-ngay-sinh-tu/
nghiapham1984,,4,https://moveek.com/review/chi-muoi-ba-2-3-ngay-sinh-tu/
Thuongson,Phim quá hay. Coi cười bể bụng. Cười nghỉ luôn. Mong sớm ra tập mới. Sẽ ủng hộ tiếp,10,https://moveek.com/review/chi-muoi-ba-2-3-ngay-sinh-tu/
leconghuyhoang,"Phim tạm ổn
Đánh giá phim: 50/100",5,https://moveek.com/review/chi-muoi-ba-2-3-ngay-sinh-tu/
KNTT,"Mặc cho việc sở hữu một đoạn mở đầu khá tốt so với mặt bằng phim Việt về mặt hình ảnh, âm thanh và ý nghĩa câu chuyện, cũng như thể hiện một thông điệp rõ ràng về võ thuật và khiến người xem mê mẩn cô nàng Khánh Trang (Katleen Phan Võ), Võ Sinh Đại Chiến của đạo diễn Nguyễn Bá Cường lại để lại khá nhiều nuối tiếc cho người xem.",6,https://moveek.com/review/vo-sinh-dai-chien/
tinlethanhnhan,"Phim dễ xem, nhí nhảnh, dễ thương
Phần quay các cảnh võ thuật rất khá có khí chất của võ sinh
Kịch bản quá đơn giản, chưa đủ kịch tính, diễn xuất vừa ổn không quá tốt nhưng cũng không tệ.
Nhạc phim khá ổn
Phim Việt khá nhất mùa cuối năm 2020",7,https://moveek.com/review/vo-sinh-dai-chien/
VLynd,,7,https://moveek.com/review/vo-sinh-dai-chien/
Crystalbaby2002,Phim rất tuyệt. Nội dung rất hay và có ý nghĩa thông điệp rất nhân văn. Tôi rất thích bộ phim này.,10,https://moveek.com/review/bo-gia/
Nguyễn Thị Hương,Thời lượng của phim ko dài nên sự truyền tải phim vào lòng người chưa được sâu sắc. Và phim chưa lưu lại dấu ấn trong lòng người xem. Bạn bè đi xem phim cùng tôi cũng nhận xét như vậy.,8,https://moveek.com/review/bo-gia/
1208419906280112,Rất hay và đầy xúc động,10,https://moveek.com/review/bo-gia/
poslej19966,Phim rất hay ý nghĩ,10,https://moveek.com/review/bo-gia/
Hoàng Thi,phim hay tình cảm,10,https://moveek.com/review/bo-gia/
Tôn Nữ Phương Anh,"Khá ổn, hay, nhưng ko hay như lời đồn, có thể mọi ng nói hơi quá thôi, nhưng những gì trong phim mình thấy qua r và cũng cảm nhận đc hết những tình tiết đó. Cảm động đó, nhưng mình ko khóc",8,https://moveek.com/review/bo-gia/
Nguyễn thị dung,,9,https://moveek.com/review/bo-gia/
Nguyễn ngô kiều chinh,"Phim hay, thật và rất đời! ThoẠi hay, vui và tự nhiên nghe ko bị khiên cưỡng, không giả. Làm phim có tâm! Love Trấn Thành!",10,https://moveek.com/review/bo-gia/
Hồ trọng phú,Tình cảm! Dành cho những bạn thích ướt át :),8,https://moveek.com/review/bo-gia/
Nguyễn Quỳnh Trang,đôi khi còn chưa nghe rõ lời thoại,8,https://moveek.com/review/bo-gia/
bachkhoa222113,"phim rất hay, một thành công rất lớn của đoàn phim và đạo diễn Lý Hải nói riêng và điện ảnh Việt Nam nói chung, nội dung và kỹ xảo đều vượt xa các phim khác, là một bước tiến mới của điện ảnh Việt Nam, Chúc mừng đoàn phim",10,https://moveek.com/review/lat-mat-5-48h/
Nguyễn Thị Huế,Phim rất hay,10,https://moveek.com/review/lat-mat-5-48h/
khanhngocdo2096,Rất xuất sắc,9,https://moveek.com/review/lat-mat-5-48h/
Nguyễn Thị Lương,"Phim đúng sở trường của Lý Hải. Phần hành động đẹp mắt. Tình tiết bất ngờ, lôi cuốn. Kết phim đẹp. Tuy nhiên vẫn không thích lắm bởi cốt truyện quá đơn giản.",8,https://moveek.com/review/lat-mat-5-48h/
DƯƠNG HOÀNG BẢO,"nội dung hay, nhưng các cảnh hành động võ thuật hơi thất vọng, quay vòng vòng không nhìn được gì hết",5,https://moveek.com/review/lat-mat-5-48h/
Nguyễn Văn Út Em,Phim khá hay kịch bản tốt,9,https://moveek.com/review/lat-mat-5-48h/
subap2018,coi tới đâu hồi hộp hấp dẫn tới đó. bộ phim đầu tư rất kĩ. rất thích ^^,10,https://moveek.com/review/lat-mat-5-48h/
Buutrinh,"Phim thực sự rất hay, từ diễn xuất, hài đến những pha hành động. Lâu rồi mới có một phim Việt hay như vậy!!! Chúc mừng anh Lý Hải.",10,https://moveek.com/review/lat-mat-5-48h/
NGUYỄN SĨ TUẤN,NỘI DUNG PHIM KHÔNG CÓ GÌ SÂU SẮC,4,https://moveek.com/review/lat-mat-5-48h/
Thanhxuan01,"Phim hay, hồi hộp, khổ thân chị Ốc suốt ngày chạy trốn ??",8,https://moveek.com/review/lat-mat-5-48h/
Cobechoivui159,"Phim hay nha mn, có JunVu đóng hơi đơ nhưng còn lại hài lắm, cười từ đầu phim tới cuối phim, đỉnh thiệt kkk",10,https://moveek.com/review/chia-khoa-tram-ty/
Vũ Thị Lan,Phim hay có tính giải trí cao,10,https://moveek.com/review/chia-khoa-tram-ty/
Monsieurdat93,"9đ trừ 1đ là vì Jun Vũ và Anh Tú diễn vẫn rất thiếu tự nhiên. Cả bộ phim chỉ xem chị Trang và A Tuấn tung hứng, vui cười lăn bò ra ghế :))",9,https://moveek.com/review/chia-khoa-tram-ty/
Le thị phương loan,"phim hay, vui",10,https://moveek.com/review/chia-khoa-tram-ty/
Minhthuyvo,"Mình vừa xem phim về. Ý kiến cá nhân mình thấy phim rất hay, tình tiết hài rất thông minh dí dỏm cả rạp phim cười nghiêng ngã bên cạnh đó cũng có những giọt nước mắt rơi bởi những đồng cảm trong cuộc sống, diễn viên Kiều Minh Tuấn diễn quá xuất sắc, đặc biệt nhạc phim rất hay luôn, mọi người nên đi xem phim Chìa Khoá Trăm Tỷ nha không phí tiền mọi người đâu hay lắm ♥️♥️♥️",10,https://moveek.com/review/chia-khoa-tram-ty/
Trần Thị Quế Hương,Từ diễn viên đến cốt truyện mọi thứ đều okie,10,https://moveek.com/review/chia-khoa-tram-ty/
duyngoc58,"Phim hài, diễn viên đạt",10,https://moveek.com/review/chia-khoa-tram-ty/
Nguyễn Hoàng Phương Anh,"phim hay, vui chất lượng oke",9,https://moveek.com/review/chia-khoa-tram-ty/
0935617590,Quá hay và vui,10,https://moveek.com/review/chia-khoa-tram-ty/
thdoan,"film hay, xem mắc cười lắm mọi người, một bộ phim dịp Tết đáng xem và đáng tiền. Anh Tú rất đẹp trai luôn ạ",10,https://moveek.com/review/chia-khoa-tram-ty/
ericxu,"phim ổn, khá đáng xem để giải trí",8,https://moveek.com/review/nha-khong-ban/
Minhtuan1992,Hay diễn viên kì cựu,8,https://moveek.com/review/nha-khong-ban/
Đặng Minh Hùng,"Cốt truyện khá dễ đoán, nhưng nhiều cảm xúc quá nên tập trung 1 số cảm súc nhất định để có chiều sâu hơn lưu lại trong lòng người xem hơn là bày ra quá nhiều thay đổi luân phiên khá là mất cảm giác",7,https://moveek.com/review/nha-khong-ban/
Tvyy,"Phim dở. Lê thê, hài nhảm, tình tiết dễ đoán. Các đoạn hù ma rập khuôn và cũ, không gây sợ. Cho 3 điểm tại Nam Em đẹp",3,https://moveek.com/review/nha-khong-ban/
nhoctiteo1998,"Hài hước gê , đáng xem",9,https://moveek.com/review/nha-khong-ban/
Lê Hà An,"Phim hơi lê thê, hù ma hơi ít",7,https://moveek.com/review/nha-khong-ban/
Lê Phương Anh,"Phim hay, kịch tính , nên đi xem ❤️",10,https://moveek.com/review/nha-khong-ban/
Đào Phan Tố Như,"Phim không dành cho những người xem phim mong đợi vào cốt chuyện. Phù hợp với những người thích xem phim ma hù
Phim có nhiều tình tiết thừa, cuối phim các bối cảnh lặp đi lặp lại cảm thấy hơi nhàm. Mấy pha hù ma hơi cũ. Nói chung mình thấy phim khá dở và không chỉn chu",3,https://moveek.com/review/nha-khong-ban/
Nguyễn Xuân Thục Anh,"Góc máy xấu, edit phèn, kịch bản dễ đoán, hài nhảm, dọa ma cũng không có gì đáng sợ",4,https://moveek.com/review/nha-khong-ban/
Phan Nam Phương,Phim coi hổng hiểu gì hết,1,https://moveek.com/review/nha-khong-ban/
Ngân,Phim rất hay,10,https://moveek.com/review/dem-toi-ruc-ro/
ericxu,"phim rất hay nhưng rất dễ bị sốc nếu bạn không có chuẩn bị tâm lý trước khi xem, phim có nội dung về bạo hành gia đình và khúc cuối cũng khá là trầm, phim hay nhưng không phù hợp cho những ai bị trầm cảm. ( P/S : Diva cát thy xinh lắm hihi ^^ )",10,https://moveek.com/review/dem-toi-ruc-ro/
Nguyễn Thị Định,"Nội dung không hay, kết phim không hậu,",4,https://moveek.com/review/dem-toi-ruc-ro/
nganannek,"Phim sẽ khó coi đối với khán giả không quen xem phim nặng về tâm lý. Mình đi với một nhóm 5 người nhưng chỉ được 2 người thích và hiểu phim (tính cả mình rồi nha :))) )
Mình thực sự ấn tượng với nội dung và diễn xuất của các nhân vật! Hy vọng điện ảnh Việt có nhiều phim hay như thế này hơn.",10,https://moveek.com/review/dem-toi-ruc-ro/
Duong Loc,"Phim hay, kịch tính . Rạp sạch sẽ âm thanh tốt nhưng chất lượng trình chiếu tại rạp Dcine khá tệ, lệch khung hình chiếu làm ảnh hưởng tới trải nghiệm xem phim.",7,https://moveek.com/review/dem-toi-ruc-ro/
Mai Ngọc Tuyền,"Phim xã hội khá hay, tình tiết thực tế, đáng xem
Tiếc cái đoạn kết hơi nhanh và mơ hồ một xíu",9,https://moveek.com/review/dem-toi-ruc-ro/
